StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1,Q8.2_1,Q8.2_2,Q8.3_1,Q8.3_2,Q8.4_1,Q8.4_2,Q8.5_1,Q8.5_2,Q8.6_1,Q8.6_2,Q8.7_1,Q8.7_2,Q8.8_1,Q8.8_2,Q8.9_1,Q8.9_2,Q8.10_1,Q8.10_2,Q8.11,Q8.12,Q8.13,Q8.14,Q8.15,Q8.15_6_TEXT,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.8_4_TEXT,Q10.9,Q10.10,Q10.11,Q10.11_10_TEXT,Q10.12,Q76_4,Q76_5,Q76_6,Q76_7,Q76_8,Q76_9,Q76_10,aid
7/17/2023 9:48,7/17/2023 9:52,IP Address,100,242,TRUE,7/17/2023 9:52,R_3KBbU5hptLMCoA4,,,,,anonymous,EN,CONSENT,10013 Greenwich Village - SoHo (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely remote from March through December 2020,Agree,,,,,,,,,,,,,,,,,,...were available near me and I attended multiple times each week.,No,,I would have had to go out on multiple occasions even if other people were out,"Delivery services were too expensive,Other people were in my home for some of the time",,,,,Indoors,,,Weekly,,,,Things will be somewhat worse,I only had internet access on my phone,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1994,Woman,,College or university (Bachelor or equivalent),Not in paid employment (unable to work due to health/personal reasons),Hispanic,,,,,,,,,,
7/17/2023 9:53,7/17/2023 10:11,IP Address,100,1106,TRUE,7/17/2023 10:11,R_10T8ei4ZStQ3amq,,,,,anonymous,EN,CONSENT,10012 Greenwich Village - SoHo (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school involved both remote and in-person from March through December 2020,,Disagree,,Disagree,,Disagree,,Disagree,Disagree,,Disagree,,Disagree,,Agree,,,,...were available near me but I did not attend.,I was sick but it was not a confirmed case of COVID,I mostly stayed at home but went out a few times (minimal contact with others),,"There were no delivery services for things I needed,Delivery services were too expensive,Other people were in my home for some of the time",,,I always wore it when I left home,,,,,,The same as before the pandemic,,,Things will be somewhat better,I only had internet access on my phone,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became much better,I make the minimum payment and the interest is charged,1996,Woman,,Vocational school,Employed part-time (less than 25 hours per week),"Hispanic,Immigrant",,10009 Union Square - Lower East Side (Manhattan),,,,,,,,
7/17/2023 10:51,7/17/2023 10:55,IP Address,100,188,TRUE,7/17/2023 10:55,R_w6GQJw8OMvOZjR7,,,,,anonymous,EN,CONSENT,10009 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2023 9:35,7/17/2023 9:37,IP Address,75,145,FALSE,7/24/2023 9:37,R_2qjWxK1wq4oirqb,,,,,anonymous,EN,CONSENT,10021 Upper East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely in-person from March through December 2020,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,...were something I considered but none were available near me.,Yes,I was able to remain completely isolated for the recommended time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2023 9:46,7/17/2023 9:48,IP Address,88,127,FALSE,7/24/2023 9:48,R_1ImIYf3uRyRQpHs,,,,,anonymous,EN,CONSENT,10016 Gramercy Park - Murray Hill (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely in-person from March through December 2020,Disagree,,,,,,,,,,,,,,,,,,...were never something I would have considered doing in 2020.,Yes,I had to go out on multiple occasions when other people were out,,"There were no delivery services for things I needed,Delivery services were too expensive,Other people were in my home for some of the time",,When places were crowded,,,,,,Multiple times each week,,,,Things will be somewhat worse,I had to find public spaces to access internet,I paid off my bills and saved a small amount,I have to take on some debt to pay my bills,My financial situation became somewhat better,,,,,,,,,,,,,,,,,
7/17/2023 10:48,7/17/2023 10:51,IP Address,95,205,FALSE,7/24/2023 10:51,R_3J9rOKUFchdlmDf,,,,,anonymous,EN,CONSENT,10011 Chelsea - Clinton (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely remote from March through December 2020,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,,,,,...were available near me and I attended occasionally (1-2 times per month).,Yes,I had to go out on multiple occasions when other people were out,,"Delivery services were too expensive,It was not possible for me to remain at home due to work/family/care/personal obligations",,When places were crowded,I always wore it when I left home,Indoors,When places were crowded,When places were crowded,Weekly,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,Things will be about the same,I had to use a hotspot to access the internet,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became much better,I pay off much of the balance,1997,Prefer not to answer,,College or university (Bachelor or equivalent),,,,,,,,,,,,
7/17/2023 10:55,7/17/2023 10:57,IP Address,70,136,FALSE,7/24/2023 10:57,R_2xL6WMhfWFQYjbi,,,,,anonymous,EN,CONSENT,10013 Greenwich Village - SoHo (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely in-person from March through December 2020,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,...were something I considered but none were available near me.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023 11:03,9/20/2023 11:20,Survey Preview,100,1010,TRUE,9/20/2023 11:20,R_0qSdw7DniJSW4qR,,,,,preview,EN,CONSENT,10018 Chelsea - Clinton (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $750 in 24 months (2 years),Guaranteed $50,0,0,1000,0,My work or school was entirely remote from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,...were available near me and I attended occasionally (1-2 times per month).,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"When most people were masking,Indoors,When places were crowded",I always wore it when I left home,Never,Never,Never,Once or twice a month,Once or twice a month,Things will be much better,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1971,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,10006 Lower Manhattan (Manhattan),,,,,,,,
9/20/2023 13:37,9/20/2023 13:43,IP Address,100,366,TRUE,9/20/2023 13:43,R_3hGzVfxA3AkocFb,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,200,200,200,400,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,...were something I considered but none were available near me.,Yes,I was able to remain completely isolated for the recommended time,,,,Only in places that forced it,When most people were masking,Indoors,When places were crowded,I always wore it when I left home,Weekly,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,Things will be about the same,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I generally pay off the interest but not the balance,1985,Man,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,10011 Chelsea - Clinton (Manhattan),,,,,,,,650b2dd9-9628-853a-0a82-6c83c95062af
9/20/2023 15:07,9/20/2023 15:08,IP Address,100,54,TRUE,9/20/2023 15:08,R_7O4dE4oyKilpDl7,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650b42f8-604b-5c0b-bc02-df3791497259
9/20/2023 15:07,9/20/2023 15:10,IP Address,100,183,TRUE,9/20/2023 15:10,R_pLWOjaIdRtnpbr3,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650b42e7-2830-75ed-9852-bcf079cb51c1
9/20/2023 15:02,9/20/2023 15:21,IP Address,100,1121,TRUE,9/20/2023 15:21,R_2fJbvtAFvztWXYO,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,200,300,100,400,My work or school was entirely remote from March through December 2020,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,...were available near me and I attended occasionally (1-2 times per month).,No,,I could have stayed at home but would have had some contact with those I live with,There were no delivery services for things I needed,,Only in places that forced it,When places were crowded,Indoors,When most people were masking,When places were crowded,"Rarely, when it could not be avoided",Once or twice a month,Weekly,Once or twice a month,"Rarely, when it could not be avoided",Things will be much better,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat better,I generally pay off the interest but not the balance,1990,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),,,,,,,,650b4151-a70f-d072-d01a-c9544036d50a
9/20/2023 15:10,9/20/2023 15:23,IP Address,100,780,TRUE,9/20/2023 15:23,R_1CdpUkNDE2g6PIY,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $500 right now,,,,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),400,100,100,400,My work or school was entirely remote from March through December 2020,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,,,,,...were never something I would have considered doing in 2020.,No,,I could have stayed at home but would have had some contact with those I live with,I lived with other people in a home where it was not possible to isolate,,Only in places that forced it,When most people were masking,Only in places that forced it,When most people were masking,Only in places that forced it,Once or twice a month,Weekly,Once or twice a month,Weekly,Once or twice a month,Things will be much better,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became much better,My debts increase beyond what I earn in a given month,2002,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),,,,,,,,650b435b-07d6-2e02-5a69-579dc3f5ae17
9/20/2023 15:24,9/20/2023 15:25,IP Address,100,52,TRUE,9/20/2023 15:25,R_pmgbluzW3D7gs13,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650b46f4-ac1a-fdca-f519-4c99f24bb1cd
9/20/2023 15:20,9/20/2023 15:26,IP Address,100,341,TRUE,9/20/2023 15:26,R_1rwDCNriljtLP8m,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $750 in 24 months (2 years),A 75% chance of $67 (25% chance of $0),200,200,300,300,I was not working or studying  from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,,,,,...were never something I would have considered doing in 2020.,Yes,I was able to remain completely isolated for the recommended time,,,,"Indoors,When places were crowded","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking",The same as before the pandemic,Weekly,Multiple times each week,The same as before the pandemic,Multiple times each week,Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much better,My debts increase beyond what I earn in a given month,1985,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),,,,,,,,650b45ae-1516-2b3a-ab8e-76afa79161fe
9/20/2023 15:32,9/20/2023 15:33,IP Address,100,72,TRUE,9/20/2023 15:33,R_1QAdwbIlH5kCBTW,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650b489e-834f-48d0-073f-3101415946ac
9/20/2023 15:25,9/20/2023 15:34,IP Address,100,551,TRUE,9/20/2023 15:34,R_2tncSn6qSA4p9dL,,,,,anonymous,EN,CONSENT,10002 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,200,300,200,300,My work or school involved both remote and in-person from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,,,...were available near me and I attended daily or almost daily.,I was sick but it was not a confirmed case of COVID,I stayed at home but had some contact with those I live with,,I lived with other people in a home where it was not possible to isolate,,I always wore it when I left home,When places were crowded,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1990,Man,,MBA,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),,,,,,,,650b46fc-e9ca-82ae-50a9-936126680f8c
