"","ResponseId","zipcode","Gain550","Gain600","Gain750","Gain510","Gain505","Pay550","Pay600","Pay750","Pay510","Pay505","Gain5500","Gain6000","Gain7500","Gain5100","Gain5050","Common_difference","loss_gain_1","loss_loss_1","loss_gain_2","loss_loss_2","loss_gain_3","loss_loss_3","alloc_debt","alloc_spend","alloc_save","alloc_invest","work_situation","agency_pub_trans_avail","agency_pub_trans_realistic","agency_uber_avail","agency_uber_realistic","agency_delivery_avail","agency_delivery_realistic","agency_grocery_avail","agency_grocery_realistic","agency_pharma_avail","agency_pharma_realistic","agency_docs_avail","agency_docs_realistic","agency_online_avail","agency_online_realistic","agency_IP_safe_avail","agency_IP_safe_realistic","agency_remote_avail","agency_remote_realistic","no_crowds","covid","covid_isolate_reality","covid_isolate_imagine","covid_no_isolate","covid_no_isolate_text","mask_march2020","mask_spring2020","mask_summer2020","mask_fall2020","mask_winter2020","indoor_march2020","indoor_spring2020","indoor_summer2020","indoor_fall2020","indoor_winter2020","expectation","internet_access","bills_2020","bills_current","financial_2020","situation_debt","Gender","EducationCompleted","Employment","Ethnic","Ethnic_text","work_zipcode","Age","Risk_preference"
"11","R_z72uXT6GUcfMPEl","10004 Lower Manhattan (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","1000","0","0","0","My work or school was entirely remote from March through December 2020","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",NA,NA,NA,NA,"...were available near me and I attended daily or almost daily.","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"When places were crowded","Indoors","When places were crowded","When places were crowded","When places were crowded","Multiple times each week","The same as before the pandemic","Multiple times each week","The same as before the pandemic","Multiple times each week","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","I have to take on a lot of debt to pay my bills","My financial situation became much better","I never purchase anything on credit or take on debt","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","Asian,White",NA,"10004 Lower Manhattan (Manhattan)",40,0
"12","R_3rZkqqPScmzK8Bl","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","200","300","200","300","My work or school was entirely remote from March through December 2020","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,"...were available near me and I attended multiple times each week.","No",NA,"I would have (had to) continue my normal routine and regularly had contact with others","It was not possible for me to remain at home due to work/family/care/personal obligations",NA,"Only in places that forced it,When most people were masking","I always wore it when I left home","When most people were masking,Indoors,When places were crowded","Indoors","When most people were masking","Multiple times each week","Multiple times each week","Multiple times each week","Multiple times each week","Multiple times each week","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","My debts increase beyond what I earn in a given month","Male","Doctoral degree","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",46,3
"13","R_1gqLzgIKYGiTvUE","10003 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $750 in 12 months",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","150","250","300","300","My work or school was entirely in-person from March through December 2020","Agree","Strongly agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree",NA,NA,"...were something I considered but none were available near me.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate,Other people were in my home for some of the time",NA,"Only in places that forced it,When most people were masking,Indoors","Only in places that forced it,When places were crowded","Only in places that forced it,When most people were masking,Indoors","When most people were masking,Indoors","When most people were masking,When places were crowded","Weekly","Once or twice a month","Weekly","Multiple times each week","Weekly","Things will be much better","I had to use a hotspot to access the internet","I paid off my bills and saved a small amount","I can pay off my bills and save a small amount","My financial situation became somewhat better","I pay off any balances every month","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","Native American",NA,"10003 Union Square - Lower East Side (Manhattan)",38,0
"14","R_25F0SjKzmPxCsWD","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","450","100","200","250","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,"...were available near me and I attended occasionally (1-2 times per month).","No",NA,"I could have isolated for the entire recommended time",NA,NA,"Only in places that forced it,When places were crowded","When most people were masking,Indoors","Only in places that forced it,When most people were masking","Indoors,When places were crowded","When most people were masking,Indoors","Multiple times each week","Weekly","Weekly","Multiple times each week","Once or twice a month","Things will be somewhat better","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills and save a small amount","My financial situation became somewhat better","I make the minimum payment and the interest is charged","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",38,1
"15","R_1CwQI9YjRM4zFAF","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $750 in 12 months",NA,NA,"Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","100","250","50","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Disagree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"Only in places that forced it","When most people were masking","Indoors","When places were crowded","I always wore it when I left home","Once or twice a month","Once or twice a month","Rarely, when it could not be avoided","Never","Never","Things will be about the same","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","There were no major impacts on my financial situation","I make the minimum payment and the interest is charged","Female","College or university (Bachelor or equivalent)","Full-time student","Hispanic",NA,"10002 Union Square - Lower East Side (Manhattan)",25,3
"16","R_2SrB5mifRxPmhsf","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","200","200","350","250","My work or school involved both remote and in-person from March through December 2020","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree",NA,NA,"...were available near me and I attended multiple times each week.","No",NA,"I would have had to go out on multiple occasions even if other people were out","It was not possible for me to remain at home due to work/family/care/personal obligations",NA,"Indoors,When places were crowded","When most people were masking,When places were crowded","When most people were masking,When places were crowded","When most people were masking","When most people were masking,Indoors","Weekly","Once or twice a month","Multiple times each week","Weekly","Weekly","Things will be much better","I only had internet access on my phone","I paid off my bills and saved a small amount","I can pay off my bills and save a small amount","My financial situation became somewhat better","I generally pay off the interest but not the balance","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",42,1
"17","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $505 in 12 months","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I could have stayed at home but would have had some contact with those I live with","I lived with other people in a home where it was not possible to isolate",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","The same as before the pandemic","The same as before the pandemic","The same as before the pandemic","The same as before the pandemic","The same as before the pandemic","Things will be about the same","I always had access through my provider","I paid off my bills but was not able to save","I have to take on some debt to pay my bills","My financial situation became somewhat worse","I make the minimum payment and the interest is charged","Female","College or university (Bachelor or equivalent)","Employed part-time (less than 25 hours per week)","Asian",NA,"10002 Union Square - Lower East Side (Manhattan)",38,0
"18","R_2bWac1uvr7y7FiJ","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500","400","200","200","200","I was not working or studying  from March through December 2020","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree",NA,NA,NA,NA,"...were available near me and I attended multiple times each week.","No",NA,"I could have mostly stayed at home but would have had to go out a few times (minimal contact with others)","It was not possible for me to remain at home due to work/family/care/personal obligations",NA,"Only in places that forced it,When places were crowded","Only in places that forced it,When places were crowded","Only in places that forced it,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors","When places were crowded","Never","Never","Never","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be much worse","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","My financial situation became somewhat worse","My debts increase beyond what I earn in a given month","Female","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",36,4
"19","R_2DU23rin1S1VzIH","10001 Chelsea - Clinton (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","300","300","400","0","My work or school was entirely remote from March through December 2020","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I never wore a mask when I left home","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Indoors","Only in places that forced it","Indoors","The same as before the pandemic","Multiple times each week","Multiple times each week","Weekly","Weekly","Things will be much better","I usually had access but there were some extended outages","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","I pay off any balances every month","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10001 Chelsea - Clinton (Manhattan)",33,3
"20","R_2e2NBFV40quAK7V","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $600 in 12 months",NA,NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","0","200","0","800","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I always wore it when I left home","I always wore it when I left home","When places were crowded","When places were crowded","I always wore it when I left home","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be somewhat better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","I can pay off my bills and save a small amount","There were no major impacts on my financial situation","I pay off any balances every month","Female","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","Asian",NA,"10002 Union Square - Lower East Side (Manhattan)",48,0
"21","R_31yFoUlvK8Gwx8M","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","200","200","500","100","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,"...were available near me and I attended once.","No",NA,"I could have mostly stayed at home but would have had to go out a few times (minimal contact with others)","There were no delivery services for things I needed",NA,"I never wore a mask when I left home","I always wore it when I left home","Indoors","When most people were masking","Only in places that forced it","Rarely, when it could not be avoided","Once or twice a month","Rarely, when it could not be avoided","Once or twice a month","Multiple times each week","Things will be about the same","I usually had access but there were some extended outages","I was unable to pay all of my bills","I can pay off my bills but am not able to save","My financial situation became somewhat worse","I make the minimum payment and the interest is charged","Female","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",37,4
"22","R_1opqS5hEVQL2YjG","10014 Greenwich Village - SoHo (Manhattan)","Receiving $550 in 12 months",NA,NA,"Receiving $510 in 12 months","Receiving $505 in 12 months","Paying $550 in 12 months","Paying $600 in 12 months","Paying $500 right now",NA,NA,"Receiving $5500 in 12 months",NA,NA,"Receiving $5100 in 12 months","Receiving $5050 in 12 months","Receiving $505 in 24 months (2 years)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","0","190","800","10","My work or school was entirely remote from March through December 2020","Strongly disagree","Disagree","Strongly agree","Agree","Do not know","Strongly disagree","Do not know","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,"...were available near me and I attended once.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I never left home in this period","When most people were masking","Indoors","When most people were masking","I never wore a mask when I left home","Never","Weekly","The same as before the pandemic","Weekly","Once or twice a month","Things will be about the same","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","There were no major impacts on my financial situation","I generally pay off the interest but not the balance","Female","Secondary school (high school)","Full-time student","Black or African-American",NA,"10002 Union Square - Lower East Side (Manhattan)",21,3
"23","R_3fZBI8NfNoiBeZa","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","200","400","100","300","I was not working or studying  from March through December 2020","Strongly agree","Disagree","Strongly agree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree",NA,NA,NA,NA,"...were something I considered but none were available near me.","No",NA,"I could have mostly stayed at home but would have had to go out a few times (minimal contact with others)","There were no delivery services for things I needed",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Never","Never","Rarely, when it could not be avoided","Never","Never","Things will be about the same","I usually had access but there were some extended outages","I paid off my bills but was not able to save","I can pay off my bills and save a small amount","My financial situation became somewhat worse","I pay off any balances every month","Female","College or university (Bachelor or equivalent)","Not in paid employment (looking for work)","Hispanic",NA,NA,61,3
"24","R_1rCEBx1rk0ItD7X","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","200","500","200","100","My work or school was entirely remote from March through December 2020","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate,There were no delivery services for things I needed",NA,"When places were crowded","When places were crowded","When places were crowded","When places were crowded","When places were crowded","Multiple times each week","Weekly","Weekly","Multiple times each week","Multiple times each week","Things will be much better","I always had access through my provider","I had to take on a lot of debt to pay my bills","I have to take on a lot of debt to pay my bills","My financial situation became much better","My debts increase beyond what I earn in a given month","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",40,4
"25","R_2feORDa9ikrsTen","10007 Lower Manhattan (Manhattan)","Receiving $500 right now","Receiving $600 in 12 months",NA,NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $600 in 24 months (2 years)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500","200","200","200","400","My work or school involved both remote and in-person from March through December 2020","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Agree",NA,NA,"...were available near me and I attended multiple times each week.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"Only in places that forced it,When most people were masking,Indoors","Only in places that forced it,When most people were masking,Indoors","Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","When most people were masking,Indoors","Multiple times each week","The same as before the pandemic","Multiple times each week","Weekly","Weekly","Things will be much better","I only had internet access on my phone","I had to take on a lot of debt to pay my bills","I am unable to pay all of my bills","My financial situation became somewhat better","I pay off much of the balance","Female","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",33,2
"26","R_0GLmoIGHCDqBj2x","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","200","400","300","My work or school was entirely remote from March through December 2020","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree",NA,NA,NA,NA,"...were available near me and I attended daily or almost daily.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"When places were crowded","Only in places that forced it","When most people were masking","When places were crowded","I always wore it when I left home","Weekly","Multiple times each week","Once or twice a month","Weekly","Weekly","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","My debts increase beyond what I earn in a given month","Female","MBA","Employed full-time (25+ hours per week)","White",NA,"Outside New York City (nowhere in the five boroughs)",36,4
