ResponseId,zipcode,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,score,presbias,absolmag,gainloss,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,gain_bias,loss_bias,loss_aversion_scores,total_avail,total_realistic,num_items,rescale_avail,rescale_realistic,agency,agency_pub_trans_avail,agency_pub_trans_realistic,agency_uber_avail,agency_uber_realistic,agency_delivery_avail,agency_delivery_realistic,agency_grocery_avail,agency_grocery_realistic,agency_pharma_avail,agency_pharma_realistic,agency_docs_avail,agency_docs_realistic,agency_online_avail,agency_online_realistic,agency_IP_safe_avail,agency_IP_safe_realistic,agency_remote_avail,agency_remote_realistic,regulated_agency,regulated_tdscores,regulated_loss,zipcode_5,ZCTA,MODZCTA,ZCTA_str,zip_code,Value,Count,modzcta_count,mod_idx,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num,destination,financials,alloc_debt_scaled,alloc_spend_scaled,alloc_save_scaled,alloc_invest_scaled,age_num_scaled,expectation_num_scaled,financial_2020_num_scaled,financial_now_num_scaled,financial_change_num_scaled,credit_debt_num_scaled,education_num_scaled,employment_num_scaled,financials_scaled
R_3sKbaEchSKEjmcp,10302 Port Richmond (Staten Island),1000,0,0,0,60,0,6,0,1,1,1,0,0,1,1,1,2,2,4,5.0,5.0,16,5.0,5.0,10.0,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,-1.0,-1.0,,,65.625,37.5,66.66666666666667,10302.0,10302,10302,10302,10302.0,10302 Port Richmond (Staten Island),19.0,19.0,165,3.0,6.0,2.0,2.0,2.0,2.0,61.0,1.0,2.0,0.0,3.0,10302 Port Richmond (Staten Island),6.0,100.0,0.0,0.0,0.0,58.208955223880594,50.0,20.0,20.0,25.0,20.0,16.666666666666668,0.0,21.428571428571427
R_3snMA9azilQUQkz,10029 East Harlem (Manhattan),0,0,0,1000,25,0,11,0,0,1,0,1,0,1,0,1,0,3,3,-10.0,-10.0,16,-10.0,-10.0,-20.0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,,,-2.0,-2.0,18.75,68.75,50.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,1.0,6.0,1.0,1.0,1.0,1.0,26.0,-1.0,3.0,1.0,2.0,,3.0,0.0,0.0,0.0,100.0,5.970149253731344,0.0,0.0,0.0,0.0,0.0,33.333333333333336,16.666666666666668,0.0
R_3spinBBqYD5iyJr,11375 Ridgewood - Forest Hills (Queens),0,1000,0,0,73,0,7,0,0,0,1,0,1,0,1,1,3,1,4,8.0,2.0,14,9.142857142857142,2.2857142857142856,11.428571428571427,1,1,1,-1,1,-1,1,1,1,1,1,-1,2,2,,,,,67.85714285714286,43.75,66.66666666666667,11375.0,11375,11375,11375,11375.0,11375 Ridgewood - Forest Hills (Queens),40.0,40.0,131,3.0,6.0,4.0,4.0,3.0,6.0,74.0,-1.0,4.0,1.0,5.0,,11.0,0.0,100.0,0.0,0.0,77.61194029850746,50.0,60.0,60.0,50.0,100.0,50.0,16.666666666666668,57.142857142857146
R_3ssjCiYZXGA1GZS,11101 Long Island City - Astoria (Queens),500,100,200,200,21,2,11,0,0,1,1,1,1,1,1,1,3,3,6,3.0,3.0,16,3.0,3.0,6.0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-2.0,-2.0,,,59.375,68.75,100.0,11101.0,11101,11101,11101,11101.0,11101 Long Island City - Astoria (Queens),33.0,33.0,106,5.0,6.0,4.0,1.0,2.0,4.0,22.0,1.0,2.0,1.0,2.0,,7.0,50.0,10.0,20.0,20.0,0.0,100.0,60.0,0.0,25.0,60.0,16.666666666666668,16.666666666666668,28.571428571428573
R_3stAi7D8IeXa8qi,11206 Williamsburg - Bushwick (Brooklyn),1000,0,0,0,34,1,9,0,0,0,0,1,0,0,1,0,1,1,2,6.0,0.0,16,6.0,0.0,6.0,1,1,1,-2,1,-2,-2,-2,1,1,1,1,1,1,,,2.0,2.0,59.375,56.25,33.333333333333336,11206.0,11206,11206,11206,11206.0,11206 Williamsburg - Bushwick (Brooklyn),75.0,75.0,59,2.0,6.0,3.0,2.0,2.0,2.0,35.0,0.0,2.0,5.0,0.0,11206 Williamsburg - Bushwick (Brooklyn),7.0,100.0,0.0,0.0,0.0,19.402985074626866,25.0,40.0,20.0,25.0,20.0,16.666666666666668,83.33333333333333,28.571428571428573
R_3sYYUtT83xp9qtH,11427 Southeast Queens (Queens),200,300,400,100,31,1,14,1,0,1,0,1,0,1,0,0,0,2,2,6.0,7.0,16,6.0,7.0,13.0,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1.0,2.0,,,70.3125,87.5,33.333333333333336,11427.0,11427,11427,11427,11427.0,11427 Southeast Queens (Queens),1.0,1.0,157,3.0,4.0,3.0,2.0,3.0,2.0,32.0,-1.0,4.0,6.0,3.0,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),8.0,20.0,30.0,40.0,10.0,14.925373134328359,50.0,40.0,20.0,50.0,20.0,50.0,100.0,35.714285714285715
R_3szhHuugPeFxgDL,10314 Willowbrook (Staten Island),300,0,700,0,32,0,15,0,0,1,1,1,1,0,1,1,3,2,5,-1.0,-2.0,18,-0.8888888888888888,-1.7777777777777777,-2.6666666666666665,1,1,-2,-2,-2,-2,-2,-2,1,1,1,1,2,1,-2.0,-2.0,2.0,2.0,45.83333333333333,93.75,83.33333333333333,10314.0,10314,10314,10314,10314.0,10314 Willowbrook (Staten Island),1.0,2.0,171,3.0,6.0,4.0,6.0,2.0,4.0,33.0,-1.0,4.0,6.0,5.0,10314 Willowbrook (Staten Island),12.0,30.0,0.0,70.0,0.0,16.417910447761194,50.0,60.0,100.0,25.0,60.0,50.0,100.0,64.28571428571429
R_3UCZeLuCYsOTuFP,10310 Port Richmond (Staten Island),370,200,400,30,23,0,9,0,0,0,1,1,1,1,0,1,2,3,5,-8.0,5.0,16,-8.0,5.0,-3.0,-2,1,-2,2,0,1,-1,2,-1,1,-2,-2,-2,1,2.0,-1.0,,,45.3125,56.25,83.33333333333333,10310.0,10310,10310,10310,10310.0,10310 Port Richmond (Staten Island),2.0,2.0,167,3.0,1.0,1.0,1.0,1.0,2.0,24.0,1.0,2.0,6.0,3.0,11208 East New York (Brooklyn),3.0,37.0,20.0,40.0,3.0,2.985074626865672,50.0,0.0,0.0,0.0,20.0,16.666666666666668,100.0,0.0
R_3Vr74SslqGuOJIl,10304 Stapleton - St. George (Staten Island),200,300,300,200,74,4,7,0,0,0,1,0,0,1,1,0,2,1,3,7.0,5.0,14,8.0,5.714285714285714,13.714285714285715,2,2,1,-1,2,2,-2,-2,1,1,1,1,2,2,,,,,71.42857142857143,43.75,50.0,10304.0,10304,10304,10304,10304.0,10304 Stapleton - St. George (Staten Island),33.0,33.0,169,1.0,6.0,4.0,4.0,1.0,1.0,75.0,0.0,4.0,3.0,0.0,,9.0,20.0,30.0,30.0,20.0,79.1044776119403,0.0,60.0,60.0,0.0,0.0,50.0,50.0,42.857142857142854
R_3W5FpdFRaLqwsSZ,10025 Upper West Side (Manhattan),0,200,300,500,37,1,13,0,1,1,0,0,1,0,1,0,2,0,2,4.0,6.0,14,4.571428571428571,6.857142857142857,11.428571428571427,1,2,1,2,-2,-1,1,1,2,2,2,1,-1,-1,,,,,67.85714285714286,81.25,33.333333333333336,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,5.0,6.0,5.0,4.0,2.0,6.0,38.0,-1.0,5.0,6.0,3.0,10025 Upper West Side (Manhattan),11.0,0.0,20.0,30.0,50.0,23.880597014925375,100.0,80.0,60.0,25.0,100.0,66.66666666666667,100.0,57.142857142857146
R_3WeeqbD4BW9jZn3,11434 Jamaica (Queens),0,300,100,600,27,3,15,0,0,1,0,1,1,1,1,1,2,3,5,9.0,8.0,16,9.0,8.0,17.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,1.0,1.0,76.5625,93.75,83.33333333333333,11434.0,11434,11434,11434,11434.0,11434 Jamaica (Queens),1.0,1.0,149,5.0,3.0,5.0,5.0,4.0,4.0,28.0,-1.0,2.0,5.0,5.0,11434 Jamaica (Queens),14.0,0.0,30.0,10.0,60.0,8.955223880597014,100.0,80.0,80.0,75.0,60.0,16.666666666666668,83.33333333333333,78.57142857142857
R_41lfB1UmIlxX8s1,10025 Upper West Side (Manhattan),200,200,100,500,70,0,10,0,1,1,1,1,0,0,1,0,2,1,3,3.0,3.0,16,3.0,3.0,6.0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,,,-2.0,-2.0,59.375,62.5,50.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,5.0,5.0,3.0,6.0,71.0,1.0,5.0,5.0,3.0,10022 Gramercy Park - Murray Hill (Manhattan),13.0,20.0,20.0,10.0,50.0,73.13432835820896,75.0,80.0,80.0,50.0,100.0,66.66666666666667,83.33333333333333,71.42857142857143
R_43puqcUjvmXZ10R,10025 Upper West Side (Manhattan),300,400,200,100,77,0,8,0,0,0,0,0,1,1,1,1,2,2,4,5.0,7.0,14,5.714285714285714,8.0,13.714285714285715,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,,,,,71.42857142857143,50.0,66.66666666666667,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,6.0,5.0,3.0,2.0,78.0,1.0,2.0,3.0,2.0,,14.0,30.0,40.0,20.0,10.0,83.58208955223881,75.0,100.0,80.0,50.0,20.0,16.666666666666668,50.0,78.57142857142857
R_4MFVKwh3NcA5eVz,10025 Upper West Side (Manhattan),0,450,550,0,24,0,7,0,0,1,1,0,0,0,1,1,2,1,3,7.0,4.0,16,7.0,4.0,11.0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,,,2.0,1.0,67.1875,43.75,50.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,6.0,6.0,3.0,5.0,25.0,1.0,4.0,4.0,3.0,10016 Gramercy Park - Murray Hill (Manhattan),15.0,0.0,45.0,55.0,0.0,4.477611940298507,75.0,100.0,100.0,50.0,80.0,50.0,66.66666666666667,85.71428571428571
R_4MmYYqD6xJrKXQt,10025 Upper West Side (Manhattan),1000,0,0,0,51,0,11,0,0,1,0,1,0,1,0,1,0,3,3,1.0,1.0,16,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.0,1.0,53.125,68.75,50.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,3.0,2.0,3.0,4.0,3.0,4.0,52.0,-1.0,5.0,6.0,3.0,10016 Gramercy Park - Murray Hill (Manhattan),10.0,100.0,0.0,0.0,0.0,44.776119402985074,50.0,40.0,60.0,50.0,60.0,66.66666666666667,100.0,50.0
R_51EQFwNlr5dUsdX,11433 Jamaica (Queens),500,220,60,220,21,3,11,0,0,0,1,0,1,0,1,0,3,0,3,6.0,5.0,14,6.857142857142857,5.714285714285714,12.571428571428571,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,,,,,69.64285714285714,68.75,50.0,11433.0,11433,11433,11433,11433.0,11433 Jamaica (Queens),38.0,38.0,148,3.0,6.0,4.0,3.0,2.0,5.0,22.0,1.0,2.0,5.0,2.0,10001 Chelsea - Clinton (Manhattan),9.0,50.0,22.0,6.0,22.0,0.0,50.0,60.0,40.0,25.0,80.0,16.666666666666668,83.33333333333333,42.857142857142854
R_51MBXWGAVafiTpT,10475 Northeast Bronx (Bronx),250,250,250,250,22,0,11,0,0,1,1,1,1,1,1,0,3,2,5,1.0,2.0,14,1.1428571428571428,2.2857142857142856,3.4285714285714284,0,2,1,1,-1,2,1,-1,0,-1,-1,-2,1,1,,,,,55.35714285714286,68.75,83.33333333333333,10475.0,10475,10475,10475,10475.0,10475 Northeast Bronx (Bronx),3.0,3.0,4,3.0,4.0,4.0,4.0,5.0,3.0,23.0,1.0,3.0,3.0,,,13.0,25.0,25.0,25.0,25.0,1.492537313432836,50.0,60.0,60.0,100.0,40.0,33.333333333333336,50.0,71.42857142857143
R_54n4j75u57anBHX,10025 Upper West Side (Manhattan),1000,0,0,0,24,0,9,0,1,1,1,1,1,1,1,1,3,3,6,7.0,2.0,16,7.0,2.0,9.0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,,,2.0,1.0,64.0625,56.25,100.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,2.0,6.0,4.0,2.0,1.0,4.0,25.0,1.0,4.0,4.0,3.0,10027 Central Harlem - Morningside Heights (Manhattan),7.0,100.0,0.0,0.0,0.0,4.477611940298507,25.0,60.0,20.0,0.0,60.0,50.0,66.66666666666667,28.571428571428573
R_57OWs3hjvW7a0KZ,10473 Pelham - Throgs Neck (Bronx),600,0,200,200,42,0,11,1,0,1,1,1,1,1,1,1,3,3,6,5.0,3.0,16,5.0,3.0,8.0,0,0,-1,-1,-1,-1,1,1,2,2,1,-1,2,2,1.0,1.0,,,62.5,68.75,100.0,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,3.0,6.0,3.0,5.0,2.0,4.0,43.0,-1.0,4.0,6.0,2.0,Outside New York City (nowhere in the five boroughs),10.0,60.0,0.0,20.0,20.0,31.34328358208955,50.0,40.0,80.0,25.0,60.0,50.0,100.0,50.0
R_5awo0GDFt0tRP3j,10304 Stapleton - St. George (Staten Island),0,0,1000,0,50,0,7,0,0,0,1,0,0,1,1,0,2,1,3,4.0,4.0,16,4.0,4.0,8.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,2.0,2.0,62.5,43.75,50.0,10304.0,10304,10304,10304,10304.0,10304 Stapleton - St. George (Staten Island),33.0,33.0,169,3.0,6.0,6.0,6.0,3.0,6.0,51.0,1.0,3.0,6.0,3.0,10036 Chelsea - Clinton (Manhattan),15.0,0.0,0.0,100.0,0.0,43.28358208955224,50.0,100.0,100.0,50.0,100.0,33.333333333333336,100.0,85.71428571428571
R_5dsxLbd1oqRmNEJ,10009 Union Square - Lower East Side (Manhattan),300,200,200,300,40,1,11,0,0,1,1,1,1,1,1,1,3,3,6,1.0,-2.0,14,1.1428571428571428,-2.2857142857142856,-1.1428571428571428,0,0,1,1,1,1,-2,-2,-1,1,1,-1,1,-2,,,,,48.214285714285715,68.75,100.0,10009.0,10009,10009,10009,10009.0,10009 Union Square - Lower East Side (Manhattan),13.0,13.0,98,5.0,5.0,4.0,6.0,2.0,5.0,41.0,-1.0,2.0,0.0,3.0,10009 Union Square - Lower East Side (Manhattan),12.0,30.0,20.0,20.0,30.0,28.35820895522388,100.0,60.0,100.0,25.0,80.0,16.666666666666668,0.0,64.28571428571429
R_5hVJJQenwUYCz7P,11374 Ridgewood - Forest Hills (Queens),0,300,400,300,36,0,11,0,0,1,1,0,0,1,1,0,2,1,3,1.0,-4.0,18,0.8888888888888888,-3.5555555555555554,-2.6666666666666665,-2,1,1,-1,1,-1,-1,-1,1,-2,1,-2,-1,-2,-1.0,2.0,2.0,2.0,45.83333333333333,68.75,50.0,11374.0,11374,11374,11374,11374.0,11374 Ridgewood - Forest Hills (Queens),2.0,2.0,130,1.0,6.0,4.0,4.0,3.0,6.0,37.0,-1.0,6.0,6.0,1.0,10017 Gramercy Park - Murray Hill (Manhattan),11.0,0.0,30.0,40.0,30.0,22.388059701492537,0.0,60.0,60.0,50.0,100.0,83.33333333333333,100.0,57.142857142857146
R_5jUnKHVoPNF6ppf,10029 East Harlem (Manhattan),200,300,300,200,41,0,7,0,0,0,1,1,0,0,1,0,2,1,3,14.0,14.0,14,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,100.0,43.75,50.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,5.0,6.0,6.0,6.0,5.0,6.0,42.0,-1.0,3.0,6.0,0.0,10029 East Harlem (Manhattan),17.0,20.0,30.0,30.0,20.0,29.850746268656717,100.0,100.0,100.0,100.0,100.0,33.333333333333336,100.0,100.0
R_5Kct10oo1Pwfx2p,10032 Washington Heights (Manhattan),0,0,0,1000,58,0,8,0,0,0,1,1,0,0,1,1,2,2,4,17.0,15.0,18,15.11111111111111,13.333333333333334,28.444444444444443,2,2,2,-1,2,2,1,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,94.44444444444444,50.0,66.66666666666667,10032.0,10032,10032,10032,10032.0,10032 Washington Heights (Manhattan),11.0,11.0,63,2.0,6.0,6.0,5.0,2.0,6.0,59.0,-1.0,7.0,6.0,3.0,10032 Washington Heights (Manhattan),13.0,0.0,0.0,0.0,100.0,55.223880597014926,25.0,100.0,80.0,25.0,100.0,100.0,100.0,71.42857142857143
R_5lQQNvecWLpoVBe,10032 Washington Heights (Manhattan),400,200,200,200,24,0,4,1,1,1,1,0,1,0,1,0,3,0,3,-4.0,-4.0,14,-4.571428571428571,-4.571428571428571,-9.142857142857142,1,1,1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,-1,,,,,35.714285714285715,25.0,50.0,10032.0,10032,10032,10032,10032.0,10032 Washington Heights (Manhattan),11.0,11.0,63,3.0,2.0,4.0,5.0,4.0,4.0,25.0,-1.0,2.0,1.0,2.0,,13.0,40.0,20.0,20.0,20.0,4.477611940298507,50.0,60.0,80.0,75.0,60.0,16.666666666666668,16.666666666666668,71.42857142857143
R_5oFN6C7rNltMa7T,10304 Stapleton - St. George (Staten Island),1000,0,0,0,22,1,9,1,1,1,1,1,0,1,0,1,1,3,4,-10.0,-5.0,16,-10.0,-5.0,-15.0,-2,-1,-2,1,-1,-1,-2,-1,-1,-1,-2,-2,1,-1,-1.0,1.0,,,26.5625,56.25,66.66666666666667,10304.0,10304,10304,10304,10304.0,10304 Stapleton - St. George (Staten Island),33.0,33.0,169,4.0,6.0,3.0,4.0,2.0,3.0,23.0,1.0,2.0,5.0,2.0,10304 Stapleton - St. George (Staten Island),9.0,100.0,0.0,0.0,0.0,1.492537313432836,75.0,40.0,60.0,25.0,40.0,16.666666666666668,83.33333333333333,42.857142857142854
R_5oiPaaPXXMaDvKV,11229 Coney Island - Sheepshead Bay (Brooklyn),250,250,250,250,33,0,11,0,0,1,0,0,0,0,1,0,1,0,1,10.0,11.0,16,10.0,11.0,21.0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,,,1.0,2.0,82.8125,68.75,16.666666666666668,11229.0,11229,11229,11229,11229.0,11229 Coney Island - Sheepshead Bay (Brooklyn),2.0,2.0,57,5.0,5.0,6.0,5.0,5.0,2.0,34.0,-1.0,4.0,6.0,3.0,11224 Coney Island - Sheepshead Bay (Brooklyn),16.0,25.0,25.0,25.0,25.0,17.91044776119403,100.0,100.0,80.0,100.0,20.0,50.0,100.0,92.85714285714286
R_5t1Pya5oCD3DJpD,11436 Jamaica (Queens),400,50,500,50,21,3,13,0,0,0,1,1,0,1,1,1,2,3,5,-3.0,0.0,16,-3.0,0.0,-3.0,-2,-1,1,1,-1,-1,-2,-1,0,1,1,1,-1,-1,,,1.0,1.0,45.3125,81.25,83.33333333333333,11436.0,11436,11436,11436,11436.0,11436 Jamaica (Queens),1.0,1.0,151,4.0,2.0,5.0,5.0,4.0,6.0,22.0,-1.0,5.0,5.0,3.0,11433 Jamaica (Queens),14.0,40.0,5.0,50.0,5.0,0.0,75.0,80.0,80.0,75.0,100.0,66.66666666666667,83.33333333333333,78.57142857142857
R_5uWdLfrawHL5ZcZ,10040 Washington Heights (Manhattan),200,0,0,800,35,4,10,0,1,1,1,0,0,1,1,1,2,2,4,7.0,9.0,16,7.0,9.0,16.0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,,,2.0,2.0,75.0,62.5,66.66666666666667,10040.0,10040,10040,10040,10040.0,10040 Washington Heights (Manhattan),5.0,5.0,67,3.0,6.0,6.0,6.0,3.0,6.0,36.0,-1.0,5.0,6.0,5.0,10036 Chelsea - Clinton (Manhattan),15.0,20.0,0.0,0.0,80.0,20.895522388059703,50.0,100.0,100.0,50.0,100.0,66.66666666666667,100.0,85.71428571428571
R_5vFQZBIBYCLr0I1,11433 Jamaica (Queens),250,250,250,250,21,0,11,0,0,1,1,1,0,1,1,1,2,3,5,-7.0,0.0,16,-7.0,0.0,-7.0,0,0,0,2,-2,-1,-1,-1,-1,1,-2,1,0,-1,,,-1.0,-1.0,39.0625,68.75,83.33333333333333,11433.0,11433,11433,11433,11433.0,11433 Jamaica (Queens),38.0,38.0,148,5.0,4.0,3.0,5.0,5.0,6.0,22.0,-1.0,3.0,3.0,2.0,,13.0,25.0,25.0,25.0,25.0,0.0,100.0,40.0,80.0,100.0,100.0,33.333333333333336,50.0,71.42857142857143
R_65mc4QbroUnu8Xn,10032 Washington Heights (Manhattan),0,500,500,0,21,0,7,0,0,0,1,1,1,0,1,0,3,1,4,11.0,5.0,16,11.0,5.0,16.0,2,1,1,-1,2,1,1,1,1,1,1,-1,1,1,,,2.0,2.0,75.0,43.75,66.66666666666667,10032.0,10032,10032,10032,10032.0,10032 Washington Heights (Manhattan),11.0,11.0,63,4.0,4.0,4.0,4.0,1.0,6.0,22.0,1.0,4.0,4.0,4.0,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",9.0,0.0,50.0,50.0,0.0,0.0,75.0,60.0,60.0,0.0,100.0,50.0,66.66666666666667,42.857142857142854
R_6GbMYwUL0SqOmCB,11106 Long Island City - Astoria (Queens),1000,0,0,0,43,3,16,0,0,0,1,1,1,0,1,1,3,2,5,5.0,3.0,14,5.714285714285714,3.4285714285714284,9.142857142857142,2,2,-2,-2,1,-1,1,1,1,1,1,1,1,1,,,,,64.28571428571428,100.0,83.33333333333333,11106.0,11106,11106,11106,11106.0,11106 Long Island City - Astoria (Queens),1.0,1.0,111,3.0,6.0,6.0,1.0,3.0,1.0,44.0,-1.0,2.0,6.0,3.0,10028 Upper East Side (Manhattan),10.0,100.0,0.0,0.0,0.0,32.83582089552239,50.0,100.0,0.0,50.0,0.0,16.666666666666668,100.0,50.0
R_6lhuLKJ427zR59n,10029 East Harlem (Manhattan),200,200,200,400,45,0,11,0,0,1,0,1,0,1,0,1,0,3,3,14.0,14.0,14,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,100.0,68.75,50.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,5.0,6.0,6.0,6.0,5.0,5.0,46.0,-1.0,2.0,2.0,2.0,,17.0,20.0,20.0,20.0,40.0,35.82089552238806,100.0,100.0,100.0,100.0,80.0,16.666666666666668,33.333333333333336,100.0
R_6NmNbhrU17SZFtc,10032 Washington Heights (Manhattan),500,250,250,0,26,1,14,0,1,0,0,0,0,0,1,0,1,0,1,10.0,7.0,18,8.88888888888889,6.222222222222222,15.11111111111111,2,2,1,-1,1,1,1,1,2,2,1,1,1,1,-1.0,-1.0,2.0,1.0,73.61111111111111,87.5,16.666666666666668,10032.0,10032,10032,10032,10032.0,10032 Washington Heights (Manhattan),11.0,11.0,63,5.0,6.0,6.0,6.0,3.0,6.0,27.0,1.0,7.0,6.0,5.0,Outside New York City (nowhere in the five boroughs),15.0,50.0,25.0,25.0,0.0,7.462686567164179,100.0,100.0,100.0,50.0,100.0,100.0,100.0,85.71428571428571
R_6nuw3AVEtEUexb3,10002 Union Square - Lower East Side (Manhattan),300,200,300,200,36,3,10,1,0,1,1,0,1,0,1,0,3,0,3,10.0,13.0,14,11.428571428571429,14.857142857142858,26.285714285714285,2,2,-1,2,1,2,2,2,2,2,2,1,2,2,,,,,91.07142857142857,62.5,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,1.0,6.0,1.0,1.0,1.0,1.0,37.0,1.0,5.0,4.0,3.0,10002 Union Square - Lower East Side (Manhattan),3.0,30.0,20.0,30.0,20.0,22.388059701492537,0.0,0.0,0.0,0.0,0.0,66.66666666666667,66.66666666666667,0.0
R_6oneH6n6EWEF2al,10473 Pelham - Throgs Neck (Bronx),500,0,500,0,25,1,15,0,0,1,1,1,0,1,1,1,2,3,5,7.0,-1.0,16,7.0,-1.0,6.0,2,-2,1,-2,2,2,-2,-2,-2,-2,2,2,2,1,,,2.0,2.0,59.375,93.75,83.33333333333333,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,5.0,6.0,1.0,1.0,1.0,2.0,26.0,1.0,4.0,6.0,5.0,10473 Pelham - Throgs Neck (Bronx),3.0,50.0,0.0,50.0,0.0,5.970149253731344,100.0,0.0,0.0,0.0,20.0,50.0,100.0,0.0
R_6PAVgPjsWEDbcMp,11220 Sunset Park (Brooklyn),1000,0,0,0,23,3,9,0,0,0,0,1,1,0,0,0,1,1,2,-1.0,-3.0,16,-1.0,-3.0,-4.0,-1,-2,0,1,-2,0,-2,-2,1,1,-1,-1,2,-2,,,2.0,2.0,43.75,56.25,33.333333333333336,11220.0,11220,11220,11220,11220.0,11220 Sunset Park (Brooklyn),57.0,57.0,39,4.0,6.0,4.0,5.0,3.0,6.0,24.0,-1.0,5.0,6.0,3.0,11220 Sunset Park (Brooklyn),12.0,100.0,0.0,0.0,0.0,2.985074626865672,75.0,60.0,80.0,50.0,100.0,66.66666666666667,100.0,64.28571428571429
R_6QH41cXybj6yzpT,10453 Crotona -Tremont (Bronx),150,150,400,300,33,0,10,0,1,0,1,0,0,1,1,1,2,2,4,-8.0,-1.0,14,-9.142857142857142,-1.1428571428571428,-10.285714285714285,-2,1,-2,1,-2,-1,2,-2,-1,1,-2,-2,-1,1,,,,,33.92857142857143,62.5,66.66666666666667,10453.0,10453,10453,10453,10453.0,10453 Crotona -Tremont (Bronx),73.0,73.0,15,2.0,5.0,1.0,4.0,4.0,2.0,34.0,1.0,1.0,2.0,2.0,,9.0,15.0,15.0,40.0,30.0,17.91044776119403,25.0,0.0,60.0,75.0,20.0,0.0,33.333333333333336,42.857142857142854
R_6R1VB63Kk9I9QT7,11206 Williamsburg - Bushwick (Brooklyn),300,315,300,85,48,0,8,1,0,0,1,0,1,0,1,0,3,0,3,4.0,3.0,14,4.571428571428571,3.4285714285714284,8.0,1,1,-1,-1,2,1,1,1,1,1,-1,-1,1,1,,,,,62.5,50.0,50.0,11206.0,11206,11206,11206,11206.0,11206 Williamsburg - Bushwick (Brooklyn),75.0,75.0,59,4.0,6.0,1.0,1.0,1.0,1.0,49.0,1.0,2.0,2.0,4.0,,3.0,30.0,31.5,30.0,8.5,40.298507462686565,75.0,0.0,0.0,0.0,0.0,16.666666666666668,33.333333333333336,0.0
R_6s4z4Bz6GbUhTzj,10002 Union Square - Lower East Side (Manhattan),200,400,100,300,36,0,11,0,0,1,0,1,0,1,0,1,0,3,3,15.0,14.0,16,15.0,14.0,29.0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,,2.0,1.0,95.3125,68.75,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,1.0,6.0,1.0,1.0,1.0,3.0,37.0,-1.0,7.0,6.0,3.0,10002 Union Square - Lower East Side (Manhattan),3.0,20.0,40.0,10.0,30.0,22.388059701492537,0.0,0.0,0.0,0.0,40.0,100.0,100.0,0.0
