ResponseId,zipcode_long,expectation in 1 year,home internet,financial situation 2020,financial situation now,financial situation change,credit debt situation,age,gender,gender_des,education,employment,race,race_des,destination,zipcode,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num
R_2EH8Uds8HhiRjEr,10473 Pelham - Throgs Neck (Bronx),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1982.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Hispanic,,10473 Pelham - Throgs Neck (Bronx),10473,5,6.0,5.0,5,3,2,42.0,1,5,6,4.0
R_2zD4Gvj8TpjTUYa,11234 Canarsie - Flatlands (Brooklyn),Things will be about the same,I always had access through my provider,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1983.0,Woman,,College or university (Bachelor or equivalent),Not in paid employment (looking for work),White,,,11234,3,6.0,2.0,1,2,1,41.0,1,4,1,3.0
R_paYz5ub3PVHUr8l,10003 Union Square - Lower East Side (Manhattan),Things will be much worse,I did not have access at home and had to use it elsehwere,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I have to take on a lot of debt to pay my bills,My financial situation became much worse,I generally pay off the interest but not the balance,2001.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10002 Union Square - Lower East Side (Manhattan),10003,1,1.0,6.0,3,1,3,23.0,-1,4,6,2.0
R_7VvqjWub9xmwiGd,10453 Crotona -Tremont (Bronx),Things will be somewhat worse,I had to find public spaces to access internet,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,2000.0,Man,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,,10453 Crotona -Tremont (Bronx),10453,2,2.0,2.0,2,3,1,24.0,-1,4,5,2.0
R_yClPJMH4GfkY0XT,10473 Pelham - Throgs Neck (Bronx),Things will be somewhat worse,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I pay off much of the balance,2000.0,Man,,Secondary school (high school),Full-time student,Hispanic,,10473 Pelham - Throgs Neck (Bronx),10473,2,4.0,3.0,2,3,4,24.0,-1,2,4,4.0
R_2SHmlRckyYzKeSr,11220 Sunset Park (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off much of the balance,1999.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Asian,,11229 Coney Island - Sheepshead Bay (Brooklyn),11220,3,6.0,5.0,5,2,4,25.0,-1,4,6,1.0
R_wTOSMEdPl9NmrW9,11375 Ridgewood - Forest Hills (Queens),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1997.0,Woman,,Graduate (Masters or equivalent),Full-time student,Asian,,11375 Ridgewood - Forest Hills (Queens),11375,3,6.0,4.0,5,2,1,27.0,1,5,4,1.0
R_1BPYAQuWZKHXzQD,10029 East Harlem (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I have to take on a lot of debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1992.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Hispanic,,10003 Union Square - Lower East Side (Manhattan),10029,4,6.0,4.0,3,1,1,32.0,1,3,6,4.0
R_1MSQ8FFC6BOm1b8,11236 Canarsie - Flatlands (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat better,I make the minimum payment and the interest is charged,1999.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Black or African-American,,11210 East Flatbush - Flatbush (Brooklyn),11236,3,6.0,5.0,4,4,2,25.0,1,4,4,2.0
R_3qpXtZUo8Yp9JUi,10453 Crotona -Tremont (Bronx),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I never purchase anything on credit or take on debt,2001.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Hispanic",,10453 Crotona -Tremont (Bronx),10453,5,6.0,6.0,6,5,5,23.0,-1,5,6,5.0
R_0ka3d96ZDGJDKOl,11226 East Flatbush - Flatbush (Brooklyn),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,My financial situation became much better,I never purchase anything on credit or take on debt,1989.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,11226 East Flatbush - Flatbush (Brooklyn),11226,5,6.0,6.0,5,5,5,35.0,1,4,6,3.0
R_1DqC3dT0WG3FDjA,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I have to take on some debt to pay my bills,My financial situation became much better,My debts increase beyond what I earn in a given month,1993.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),Hispanic,,10025 Upper West Side (Manhattan),10025,3,6.0,6.0,2,5,1,31.0,-1,2,6,4.0
R_1gbRDRUQZ3IODjH,11420 Southwest Queens (Queens),Things will be somewhat worse,I had to find public spaces to access internet,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1981.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11420 Southwest Queens (Queens),11420,2,2.0,2.0,1,2,3,43.0,-1,2,6,2.0
R_25zn4G5zwHYjFNi,10457 Crotona -Tremont (Bronx),Things will be about the same,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I pay off much of the balance,1990.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),Hispanic,,10004 Lower Manhattan (Manhattan),10457,3,2.0,3.0,2,2,4,34.0,-1,2,5,4.0
R_3nHlSgpHTYvLVSw,10453 Crotona -Tremont (Bronx),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off any balances every month,2000.0,Woman,,Secondary school (high school),Full-time student,"Black or African-American,Native American",,10453 Crotona -Tremont (Bronx),10453,3,6.0,4.0,4,4,6,24.0,1,2,4,5.0
R_vIGNIWmfIEIJduN,11101 Long Island City - Astoria (Queens),Things will be about the same,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1994.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10001 Chelsea - Clinton (Manhattan),11101,3,2.0,3.0,2,2,2,30.0,1,4,6,3.0
R_1HjVqI2DE1CQp3X,11433 Jamaica (Queens),Things will be somewhat worse,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,2000.0,Man,,College or university (Bachelor or equivalent),Full-time student,White,,11433 Jamaica (Queens),11433,2,6.0,2.0,3,2,2,24.0,-1,4,4,3.0
R_1kNwISuI5fcJwaf,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,I had to take on a lot of debt to pay my bills,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much worse,I pay off any balances every month,1983.0,Man,,Graduate (Masters or equivalent),Full-time student,White,,10025 Upper West Side (Manhattan),10025,5,6.0,2.0,6,1,6,41.0,-1,5,4,3.0
R_1GPjRjtPb1PrCqS,10029 East Harlem (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off any balances every month,1982.0,Man,,College or university (Bachelor or equivalent),Full-time student,Hispanic,,10018 Chelsea - Clinton (Manhattan),10029,4,6.0,4.0,5,2,6,42.0,-1,4,4,4.0
R_3ktT8vh21cPzTF9,11420 Southwest Queens (Queens),Things will be about the same,I had to use a hotspot to access the internet,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,2000.0,Woman,,Secondary school (high school),Employed part-time (less than 25 hours per week),Black or African-American,,11420 Southwest Queens (Queens),11420,3,5.0,1.0,1,2,1,24.0,1,2,5,2.0
R_9vmVmsOr6lSMBYB,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off much of the balance,1991.0,Man,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,,11226 East Flatbush - Flatbush (Brooklyn),11226,4,6.0,5.0,6,4,4,33.0,-1,4,5,2.0
R_333Gy3ZKolqd2Dl,10473 Pelham - Throgs Neck (Bronx),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1996.0,Woman,,Secondary school (high school),Not in paid employment (looking for work),Black or African-American,,,10473,3,6.0,6.0,6,3,2,28.0,1,2,1,2.0
R_Q0QMzlGa3PWVf0d,10472 Pelham - Throgs Neck (Bronx),Things will be much better,I only had internet access on my phone,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became much better,I pay off any balances every month,1982.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11225 East Flatbush - Flatbush (Brooklyn),10472,5,3.0,5.0,5,5,6,42.0,1,5,6,3.0
R_3dLjGQGx6d0gO4Q,10029 East Harlem (Manhattan),Things will be somewhat better,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I have to take on a lot of debt to pay my bills,My financial situation became somewhat better,I make the minimum payment and the interest is charged,1994.0,Man,,College or university (Bachelor or equivalent),Full-time student,White,,10029 East Harlem (Manhattan),10029,4,4.0,6.0,3,4,2,30.0,-1,4,4,3.0
R_3Ldr3gYFJcpUcmf,11206 Williamsburg - Bushwick (Brooklyn),Things will be much better,I only had internet access on my phone,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1999.0,Man,,Secondary school (high school),Click to write Choice 7,Black or African-American,,11206 Williamsburg - Bushwick (Brooklyn),11206,5,3.0,2.0,1,4,1,25.0,-1,2,0,2.0
R_OpdGXcqkbRYXnJT,11226 East Flatbush - Flatbush (Brooklyn),Things will be much better,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,2000.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Black or African-American,,10003 Union Square - Lower East Side (Manhattan),11226,5,4.0,3.0,3,1,1,24.0,1,4,4,2.0
R_2qs1e0u91qZQ2cY,10302 Port Richmond (Staten Island),Things will be somewhat worse,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became much worse,I make the minimum payment and the interest is charged,2000.0,Woman,,Secondary school (high school),Employed part-time (less than 25 hours per week),Hispanic,,10302 Port Richmond (Staten Island),10302,2,4.0,3.0,4,1,2,24.0,1,2,5,4.0
R_2PtxB4KW9GOyenz,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1998.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,10035 East Harlem (Manhattan),10025,3,6.0,5.0,5,3,2,26.0,-1,4,6,4.0
R_51MBXWGAVafiTpT,10475 Northeast Bronx (Bronx),Things will be about the same,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became much better,I generally pay off the interest but not the balance,2001.0,Woman,,Vocational school,Not in paid employment (by choice),Native American,,,10475,3,4.0,4.0,4,5,3,23.0,1,3,3,
R_3MrL1bG2zGDXOV5,10003 Union Square - Lower East Side (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat better,I make the minimum payment and the interest is charged,1988.0,Man,,MBA,Employed part-time (less than 25 hours per week),White,,10001 Chelsea - Clinton (Manhattan),10003,4,6.0,4.0,5,4,2,36.0,-1,6,5,3.0
R_25TrMV4O2ztdQ4p,11433 Jamaica (Queens),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off any balances every month,1973.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11368 Flushing - Clearview (Queens),11433,5,6.0,6.0,5,4,6,51.0,-1,2,6,2.0
R_a5mDYptwbw6UK1H,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1988.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,5,6.0,3.0,2,2,3,36.0,-1,4,6,3.0
R_10DAV8YmqYSbWok,10011 Chelsea - Clinton (Manhattan),Things will be somewhat better,I only had internet access on my phone,I paid off my bills but was not able to save,I have to take on a lot of debt to pay my bills,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1987.0,Man,,MBA,Employed full-time (25+ hours per week),White,,10003 Union Square - Lower East Side (Manhattan),10011,4,3.0,4.0,3,3,2,37.0,-1,6,6,3.0
R_2fxm4ILOA9yFlU7,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,I had to take on a lot of debt to pay my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off any balances every month,1988.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,5,6.0,2.0,5,3,6,36.0,-1,5,6,3.0
R_21ynuwPr1RcI9Vo,10466 Northeast Bronx (Bronx),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,2002.0,Woman,,Secondary school (high school),Full-time student,Black or African-American,,10466 Northeast Bronx (Bronx),10466,5,6.0,6.0,6,3,5,22.0,1,2,4,2.0
R_3qWBImkUmP18gGt,10453 Crotona -Tremont (Bronx),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,My debts increase beyond what I earn in a given month,1986.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10453 Crotona -Tremont (Bronx),10453,5,6.0,6.0,6,5,1,38.0,-1,5,6,3.0
R_3GDpXFGm0rEh8dv,10473 Pelham - Throgs Neck (Bronx),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I am unable to pay all of my bills,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1984.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10473 Pelham - Throgs Neck (Bronx),10473,5,6.0,5.0,1,4,1,40.0,1,5,6,2.0
R_3kHqDrJCjUrZmRm,10013 Greenwich Village - SoHo (Manhattan),Things will be somewhat better,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off much of the balance,1983.0,Woman,,Doctoral degree,Employed full-time (25+ hours per week),White,,10013 Greenwich Village - SoHo (Manhattan),10013,4,4.0,3.0,4,4,4,41.0,1,7,6,3.0
R_8CdOnqKp4sQNFxD,10033 Washington Heights (Manhattan),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became much worse,My debts increase beyond what I earn in a given month,1973.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,10027 Central Harlem - Morningside Heights (Manhattan),10033,3,6.0,5.0,4,1,1,51.0,-1,4,6,4.0
R_2QEwfMong47biiN,10473 Pelham - Throgs Neck (Bronx),Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I am unable to pay all of my bills,My financial situation became much worse,I make the minimum payment and the interest is charged,1993.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10473 Pelham - Throgs Neck (Bronx),10473,5,6.0,4.0,1,1,2,31.0,1,4,6,2.0
R_1jHhiDV6cveY9FT,11206 Williamsburg - Bushwick (Brooklyn),Things will be about the same,I only had internet access on my phone,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1989.0,Man,,Vocational school,Employed full-time (25+ hours per week),Hispanic,,11206 Williamsburg - Bushwick (Brooklyn),11206,3,3.0,3.0,5,3,2,35.0,-1,3,6,4.0
R_vAKUdbRi3aQ1BxT,10029 East Harlem (Manhattan),Things will be much worse,I had to find public spaces to access internet,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off much of the balance,1993.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,10029 East Harlem (Manhattan),10029,1,2.0,5.0,4,4,4,31.0,1,4,5,3.0
R_1d4x8Dyify3EQX8,11228 Bensonhurst - Bay Ridge (Brooklyn),Things will be somewhat better,I only had internet access on my phone,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became much worse,My debts increase beyond what I earn in a given month,1989.0,Man,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),Hispanic,,11217 Downtown - Heights - Slope (Brooklyn),11228,4,3.0,3.0,4,1,1,35.0,-1,4,5,4.0
R_vpF3D3C2R3nHddL,10029 East Harlem (Manhattan),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,I pay off any balances every month,1979.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Hispanic,,10029 East Harlem (Manhattan),10029,1,6.0,1.0,1,2,6,45.0,1,3,6,4.0
R_2uQl71GnYj84h7J,11226 East Flatbush - Flatbush (Brooklyn),Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much better,I never purchase anything on credit or take on debt,1977.0,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11235 Coney Island - Sheepshead Bay (Brooklyn),11226,5,6.0,1.0,1,5,5,47.0,1,2,6,2.0
R_24bEUVrgXUylCwY,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1959.0,Man,,Vocational school,Full-time student,White,,10025 Upper West Side (Manhattan),10025,3,6.0,4.0,4,2,5,65.0,-1,3,4,3.0
R_3sKbaEchSKEjmcp,10302 Port Richmond (Staten Island),Things will be about the same,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1963.0,Woman,,Secondary school (high school),Click to write Choice 7,White,,10302 Port Richmond (Staten Island),10302,3,6.0,2.0,2,2,2,61.0,1,2,0,3.0
R_aaP7yOCFUcZy2bf,11433 Jamaica (Queens),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat worse,I generally pay off the interest but not the balance,1997.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,,11433 Jamaica (Queens),11433,3,6.0,4.0,6,2,3,27.0,1,4,5,2.0
R_DvrQaph8BrrgxVv,11206 Williamsburg - Bushwick (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I have to take on some debt to pay my bills,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1994.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10016 Gramercy Park - Murray Hill (Manhattan),11206,3,6.0,5.0,2,4,1,30.0,1,4,6,3.0
R_2wowC4xTxN7EBHD,10029 East Harlem (Manhattan),Things will be somewhat better,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,I pay off much of the balance,1991.0,Woman,,Vocational school,Not in paid employment (unable to work due to health/personal reasons),Hispanic,,,10029,4,6.0,1.0,1,2,4,33.0,1,3,2,4.0
R_3QKOzcfKQUcR2JN,10453 Crotona -Tremont (Bronx),Things will be much worse,I had to find public spaces to access internet,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1966.0,Woman,,Primary school,Employed part-time (less than 25 hours per week),Hispanic,,10453 Crotona -Tremont (Bronx),10453,1,2.0,1.0,2,2,1,58.0,1,1,5,4.0
R_25ZrgCAF8eKFiUw,11208 East New York (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became much worse,I make the minimum payment and the interest is charged,2000.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),Hispanic,,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",11208,4,4.0,3.0,4,1,2,24.0,-1,2,5,4.0
R_8i6iYpW0GUniSpX,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1942.0,Man,,Graduate (Masters or equivalent),Not in paid employment (by choice),Black or African-American,,,11226,4,6.0,4.0,5,3,2,82.0,-1,5,3,2.0
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),Things will be much worse,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,2001.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Black or African-American,,10304 Stapleton - St. George (Staten Island),10304,1,6.0,3.0,4,2,6,23.0,1,4,4,2.0
R_1qgHxHYg1qeZl2J,10456 High Bridge - Morrisania (Bronx),Things will be somewhat better,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,2000.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Hispanic",,10456 High Bridge - Morrisania (Bronx),10456,4,6.0,1.0,2,2,1,24.0,1,4,6,5.0
R_2eOs2iaNUXN6Vap,10025 Upper West Side (Manhattan),Things will be somewhat better,I had to use a hotspot to access the internet,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off any balances every month,1993.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,10025 Upper West Side (Manhattan),10025,4,5.0,5.0,5,4,6,31.0,1,4,5,3.0
R_1i27wrGovJEEjuu,10453 Crotona -Tremont (Bronx),Things will be much better,I only had internet access on my phone,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1981.0,Woman,,Vocational school,Employed full-time (25+ hours per week),White,,10453 Crotona -Tremont (Bronx),10453,5,3.0,6.0,6,5,6,43.0,1,3,6,3.0
R_vSJNWXbVP6EgGqd,10473 Pelham - Throgs Neck (Bronx),Things will be somewhat worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1986.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,11102 Long Island City - Astoria (Queens),10473,2,6.0,1.0,1,1,1,38.0,1,4,6,3.0
R_2agHC9G1sMxWsZ7,10003 Union Square - Lower East Side (Manhattan),Things will be much worse,I had to find public spaces to access internet,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1993.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10003 Union Square - Lower East Side (Manhattan),10003,1,2.0,1.0,1,1,1,31.0,-1,4,6,3.0
R_1q3vhsmRooumR6e,11225 East Flatbush - Flatbush (Brooklyn),Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much worse,I pay off much of the balance,2000.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,,11225 East Flatbush - Flatbush (Brooklyn),11225,5,6.0,4.0,6,1,4,24.0,1,4,5,2.0
R_z7rFGuQ5NktSL1D,11220 Sunset Park (Brooklyn),Things will be somewhat better,I only had internet access on my phone,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I never purchase anything on credit or take on debt,2000.0,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Hispanic,,11207 East New York (Brooklyn),11220,4,3.0,5.0,5,4,5,24.0,1,2,6,4.0
R_1M6D1Fcgqq3Lles,11206 Williamsburg - Bushwick (Brooklyn),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off much of the balance,1985.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11206 Williamsburg - Bushwick (Brooklyn),11206,5,6.0,6.0,6,4,4,39.0,-1,5,6,3.0
R_10CK8olh0NSRAPc,11101 Long Island City - Astoria (Queens),Things will be about the same,I usually had access but there were some extended outages,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became much worse,I generally pay off the interest but not the balance,2000.0,Woman,,Secondary school (high school),Full-time student,White,,10038 Lower Manhattan (Manhattan),11101,3,4.0,2.0,3,1,3,24.0,1,2,4,3.0
R_1MZnM2nkle65M5K,11433 Jamaica (Queens),Things will be somewhat worse,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,2002.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Asian,,11433 Jamaica (Queens),11433,2,4.0,4.0,5,3,2,22.0,1,3,6,1.0
R_1Ooz7rM33iGUhW7,10453 Crotona -Tremont (Bronx),Things will be much better,I only had internet access on my phone,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became much better,I generally pay off the interest but not the balance,1995.0,Man,,Graduate (Masters or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,,10453 Crotona -Tremont (Bronx),10453,5,3.0,2.0,3,5,3,29.0,-1,5,5,2.0
R_1ojzRO5UzPxIXEw,11354 Flushing - Clearview (Queens),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off any balances every month,1990.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,11351 Flushing - Clearview (Queens),11354,3,6.0,5.0,5,3,6,34.0,-1,4,6,3.0
