ResponseId,MODZCTA,modzcta_count,mask_march2020,mask_spring2020,mask_summer2020,mask_fall2020,mask_winter2020,indoor_march2020,indoor_spring2020,indoor_summer2020,indoor_fall2020,indoor_winter2020,mask_march2020_num,mask_spring2020_num,mask_summer2020_num,mask_fall2020_num,mask_winter2020_num,mask_march2020_num_avg,mask_spring2020_num_avg,mask_summer2020_num_avg,mask_fall2020_num_avg,mask_winter2020_num_avg,mask_averages,mask_color,indoor_march2020_num,indoor_spring2020_num,indoor_summer2020_num,indoor_fall2020_num,indoor_winter2020_num,indoor_averages,indoor_color
R_tXad2Ac7bAge3lf,11226,92.0,I never left home in this period,I never wore a mask when I left home,I always wore it when I left home,"When most people were masking,When places were crowded",Indoors,Never,"Rarely, when it could not be avoided",Once or twice a month,Weekly,Multiple times each week,[0],[6],[1],"[4, 2]",[3],0.0,6.0,1.0,3.0,3.0,"[0.0, 6.0, 1.0, 3.0, 3.0]",blue,0,1,2,3,4,"[0, 1, 2, 3, 4]",blue
R_u8GHc2ly6dQniEx,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_UABtVd8RvPcZKp3,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_udMz6QXoOyuASQh,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_UDZ0Li5RXDJcaY1,11206,75.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,The same as before the pandemic,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,5,0,0,0,"[0, 5, 0, 0, 0]",orange
R_UEdaaaydYyB7D2h,11375,40.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_UKh5SDnDZIQmIcp,11220,57.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_Ulru5obpHhM589X,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Once or twice a month,Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,2,2,"[0, 0, 0, 2, 2]",blue
R_ULUvA6pqFFYVHvX,10029,108.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,When most people were masking,When places were crowded,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[0],[1],[1],[4],[2],0.0,1.0,1.0,4.0,2.0,"[0.0, 1.0, 1.0, 4.0, 2.0]",blue,0,1,1,2,2,"[0, 1, 1, 2, 2]",blue
R_umE28vvLsaDbRT3,10025,134.0,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,Never,Never,Never,Never,Never,[5],[5],[5],[5],[5],5.0,5.0,5.0,5.0,5.0,"[5.0, 5.0, 5.0, 5.0, 5.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_uqe9f6nKlu4XeyB,11234,99.0,When most people were masking,When most people were masking,Only in places that forced it,Only in places that forced it,I never wore a mask when I left home,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Weekly,[4],[4],[5],[5],[6],4.0,4.0,5.0,5.0,6.0,"[4.0, 4.0, 5.0, 5.0, 6.0]",blue,0,1,1,2,3,"[0, 1, 1, 2, 3]",blue
R_UQlTzUMxnYiHabD,10005,19.0,I never left home in this period,I never left home in this period,Indoors,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Weekly,Weekly,[0],[0],[3],[1],[1],0.0,0.0,3.0,1.0,1.0,"[0.0, 0.0, 3.0, 1.0, 1.0]",blue,0,0,0,3,3,"[0, 0, 0, 3, 3]",blue
R_uqZ9otx0wRYbu13,11101,33.0,When places were crowded,I always wore it when I left home,When places were crowded,Indoors,I always wore it when I left home,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[2],[1],[2],[3],[1],2.0,1.0,2.0,3.0,1.0,"[2.0, 1.0, 2.0, 3.0, 1.0]",red,1,0,1,1,2,"[1, 0, 1, 1, 2]",blue
R_USeTisDJVSa3kUp,10032,11.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"When most people were masking,Indoors,When places were crowded",Never,Never,Never,Never,Once or twice a month,[1],[1],[1],[1],"[4, 3, 2]",1.0,1.0,1.0,1.0,3.0,"[1.0, 1.0, 1.0, 1.0, 3.0]",blue,0,0,0,0,2,"[0, 0, 0, 0, 2]",blue
R_UtkWPjnYL8iecbT,10029,108.0,Indoors,When places were crowded,Indoors,Indoors,Indoors,Weekly,Multiple times each week,Weekly,Weekly,"Rarely, when it could not be avoided",[3],[2],[3],[3],[3],3.0,2.0,3.0,3.0,3.0,"[3.0, 2.0, 3.0, 3.0, 3.0]",orange,3,4,3,3,1,"[3, 4, 3, 3, 1]",red
R_uvLJ8mfH39UzX4l,11206,75.0,When most people were masking,"When most people were masking,When places were crowded",I always wore it when I left home,When places were crowded,"When most people were masking,When places were crowded",Weekly,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[4],"[4, 2]",[1],[2],"[4, 2]",4.0,3.0,1.0,2.0,3.0,"[4.0, 3.0, 1.0, 2.0, 3.0]",red,3,2,2,2,2,"[3, 2, 2, 2, 2]",red
R_UYdf6ljfk0vKIV3,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_uyPjBdQuX6DAesN,11375,40.0,I always wore it when I left home,I always wore it when I left home,When places were crowded,Only in places that forced it,Only in places that forced it,Never,Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[1],[1],[2],[5],[5],1.0,1.0,2.0,5.0,5.0,"[1.0, 1.0, 2.0, 5.0, 5.0]",blue,0,0,1,2,2,"[0, 0, 1, 2, 2]",blue
R_V3bHKLUH8qH11eN,11109,1.0,"Only in places that forced it,When most people were masking,When places were crowded",I always wore it when I left home,I never left home in this period,"Only in places that forced it,When most people were masking",I never left home in this period,The same as before the pandemic,Weekly,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","[5, 4, 2]",[1],[0],"[5, 4]",[0],3.6666666666666665,1.0,0.0,4.5,0.0,"[3.6666666666666665, 1.0, 0.0, 4.5, 0.0]",red,5,3,2,1,1,"[5, 3, 2, 1, 1]",red
R_V4GzvZ5ySuNiC2J,10002,121.0,I never left home in this period,Only in places that forced it,Only in places that forced it,I never left home in this period,When most people were masking,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[0],[5],[5],[0],[4],0.0,5.0,5.0,0.0,4.0,"[0.0, 5.0, 5.0, 0.0, 4.0]",blue,1,2,2,2,2,"[1, 2, 2, 2, 2]",blue
R_vAhBgCfVo5Arjgd,10304,33.0,I never left home in this period,I never left home in this period,I never left home in this period,I always wore it when I left home,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided",Never,Once or twice a month,[0],[0],[0],[1],[1],0.0,0.0,0.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0, 1.0]",blue,0,0,1,0,2,"[0, 0, 1, 0, 2]",blue
R_vAKUdbRi3aQ1BxT,10029,108.0,When most people were masking,"Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking",I always wore it when I left home,I never left home in this period,Once or twice a month,Multiple times each week,Weekly,Weekly,Multiple times each week,[4],"[5, 4]","[5, 4]",[1],[0],4.0,4.5,4.5,1.0,0.0,"[4.0, 4.5, 4.5, 1.0, 0.0]",red,2,4,3,3,4,"[2, 4, 3, 3, 4]",blue
R_vDD0CACZrR0TTbj,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,The same as before the pandemic,Once or twice a month,Once or twice a month,The same as before the pandemic,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,5,2,2,5,"[0, 5, 2, 2, 5]",blue
R_vdFagimk9cjImQ1,10002,121.0,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,Never,Never,Never,Never,Never,[6],[6],[6],[6],[6],6.0,6.0,6.0,6.0,6.0,"[6.0, 6.0, 6.0, 6.0, 6.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_vDnhuEhtbKkc24x,11420,20.0,When most people were masking,Indoors,When most people were masking,I always wore it when I left home,I always wore it when I left home,Weekly,The same as before the pandemic,Weekly,Multiple times each week,Weekly,[4],[3],[4],[1],[1],4.0,3.0,4.0,1.0,1.0,"[4.0, 3.0, 4.0, 1.0, 1.0]",red,3,5,3,4,3,"[3, 5, 3, 4, 3]",orange
R_vffe6f1IC4oznIl,10473,66.0,When most people were masking,When places were crowded,When places were crowded,When places were crowded,When most people were masking,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Multiple times each week,Once or twice a month,The same as before the pandemic,[4],[2],[2],[2],[4],4.0,2.0,2.0,2.0,4.0,"[4.0, 2.0, 2.0, 2.0, 4.0]",orange,1,1,4,2,5,"[1, 1, 4, 2, 5]",blue
R_vIGNIWmfIEIJduN,11101,33.0,I never wore a mask when I left home,When most people were masking,When most people were masking,When most people were masking,When most people were masking,Once or twice a month,Weekly,Weekly,Once or twice a month,"Rarely, when it could not be avoided",[6],[4],[4],[4],[4],6.0,4.0,4.0,4.0,4.0,"[6.0, 4.0, 4.0, 4.0, 4.0]",red,2,3,3,2,1,"[2, 3, 3, 2, 1]",red
R_VJ6n2yLV5bmX2aB,11420,20.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Once or twice a month,Weekly,Once or twice a month,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,2,2,3,2,0,"[2, 2, 3, 2, 0]",red
R_vjXDwLSpi5NIXPH,11206,75.0,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[6],[6],[6],[6],[6],6.0,6.0,6.0,6.0,6.0,"[6.0, 6.0, 6.0, 6.0, 6.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_vkHEMd3mzyw2hEt,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Indoors,I always wore it when I left home,Never,Never,Never,Never,"Rarely, when it could not be avoided",[1],[1],[1],[3],[1],1.0,1.0,1.0,3.0,1.0,"[1.0, 1.0, 1.0, 3.0, 1.0]",orange,0,0,0,0,1,"[0, 0, 0, 0, 1]",blue
R_VLvyDJwPB3uIwBH,11206,75.0,I never left home in this period,I never left home in this period,I never left home in this period,Only in places that forced it,When most people were masking,Multiple times each week,Multiple times each week,Multiple times each week,Weekly,Once or twice a month,[0],[0],[0],[5],[4],0.0,0.0,0.0,5.0,4.0,"[0.0, 0.0, 0.0, 5.0, 4.0]",blue,4,4,4,3,2,"[4, 4, 4, 3, 2]",red
R_voeK6rAxY1GHRkJ,11420,20.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,"Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,1,"[0, 0, 0, 0, 1]",blue
R_vP0AxgtoMU42Kzv,10473,66.0,I always wore it when I left home,When places were crowded,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,[1],[2],[1],[1],[1],1.0,2.0,1.0,1.0,1.0,"[1.0, 2.0, 1.0, 1.0, 1.0]",orange,4,4,4,4,4,"[4, 4, 4, 4, 4]",green
R_vqWegJusIMcg013,11375,40.0,When most people were masking,When most people were masking,When most people were masking,When most people were masking,When most people were masking,Once or twice a month,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Weekly,[4],[4],[4],[4],[4],4.0,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]",green,2,1,2,2,3,"[2, 1, 2, 2, 3]",blue
R_vSJNWXbVP6EgGqd,10473,66.0,Indoors,Indoors,When places were crowded,"Indoors,When places were crowded",Indoors,Never,Never,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[3],[3],[2],"[3, 2]",[3],3.0,3.0,2.0,2.5,3.0,"[3.0, 3.0, 2.0, 2.5, 3.0]",orange,0,0,2,1,1,"[0, 0, 2, 1, 1]",blue
R_vTXUhLbqEbmym9b,10282,1.0,I never wore a mask when I left home,When places were crowded,Indoors,I never left home in this period,Only in places that forced it,Weekly,Multiple times each week,Multiple times each week,Once or twice a month,Weekly,[6],[2],[3],[0],[5],6.0,2.0,3.0,0.0,5.0,"[6.0, 2.0, 3.0, 0.0, 5.0]",red,3,4,4,2,3,"[3, 4, 4, 2, 3]",orange
R_vuU46j3clfJxaG5,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_vxeDbbY0nuU3hMR,11226,92.0,I never wore a mask when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,Weekly,"Rarely, when it could not be avoided",Weekly,Weekly,[6],[1],[1],[1],[1],6.0,1.0,1.0,1.0,1.0,"[6.0, 1.0, 1.0, 1.0, 1.0]",red,5,3,1,3,3,"[5, 3, 1, 3, 3]",red
R_vYNd3Qgm6GxXfMJ,10473,66.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,0,1,1,1,"[1, 0, 1, 1, 1]",orange
R_vYp4NLRMkfL99PX,11101,33.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,2,"[1, 1, 1, 1, 2]",blue
R_vYqOWjIjukoc7fz,10025,134.0,When places were crowded,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,When places were crowded,Once or twice a month,"Rarely, when it could not be avoided",Once or twice a month,Multiple times each week,Weekly,[2],[1],[1],[5],[2],2.0,1.0,1.0,5.0,2.0,"[2.0, 1.0, 1.0, 5.0, 2.0]",orange,2,1,2,4,3,"[2, 1, 2, 4, 3]",blue
R_w0HdWUASr8sJqZX,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_W0Zq0aBn83bNA6R,10002,121.0,When places were crowded,"Indoors,When places were crowded",I always wore it when I left home,When places were crowded,When places were crowded,Multiple times each week,Multiple times each week,Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided",[2],"[3, 2]",[1],[2],[2],2.0,2.5,1.0,2.0,2.0,"[2.0, 2.5, 1.0, 2.0, 2.0]",orange,4,4,2,2,1,"[4, 4, 2, 2, 1]",red
R_W1IKBABCUxbWo9P,11234,99.0,"Only in places that forced it,When places were crowded",I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Weekly,Once or twice a month,Multiple times each week,Weekly,"Rarely, when it could not be avoided","[5, 2]",[1],[1],[1],[1],3.5,1.0,1.0,1.0,1.0,"[3.5, 1.0, 1.0, 1.0, 1.0]",red,3,2,4,3,1,"[3, 2, 4, 3, 1]",red
R_w1qII9hGh0CGaxb,10025,134.0,When most people were masking,When most people were masking,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Once or twice a month,Multiple times each week,The same as before the pandemic,[4],[4],[1],[1],[1],4.0,4.0,1.0,1.0,1.0,"[4.0, 4.0, 1.0, 1.0, 1.0]",red,0,0,2,4,5,"[0, 0, 2, 4, 5]",blue
R_W3dyNRfXOm2ZxDj,10453,73.0,Only in places that forced it,When most people were masking,"Only in places that forced it,When places were crowded",When most people were masking,When places were crowded,Never,Once or twice a month,Never,"Rarely, when it could not be avoided",Once or twice a month,[5],[4],"[5, 2]",[4],[2],5.0,4.0,3.5,4.0,2.0,"[5.0, 4.0, 3.5, 4.0, 2.0]",red,0,2,0,1,2,"[0, 2, 0, 1, 2]",blue
R_W855TDkWuFj8Y9j,10025,134.0,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,When places were crowded,I always wore it when I left home,Never,Never,Once or twice a month,Once or twice a month,Never,[1],[1],[5],[2],[1],1.0,1.0,5.0,2.0,1.0,"[1.0, 1.0, 5.0, 2.0, 1.0]",orange,0,0,2,2,0,"[0, 0, 2, 2, 0]",orange
R_W9kxclOTO8WI2tP,11206,75.0,I always wore it when I left home,When places were crowded,"Only in places that forced it,When places were crowded","Only in places that forced it,When places were crowded","Only in places that forced it,When places were crowded",The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[2],"[5, 2]","[5, 2]","[5, 2]",1.0,2.0,3.5,3.5,3.5,"[1.0, 2.0, 3.5, 3.5, 3.5]",blue,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_Wc8K0bTS0tc5SI9,10461,1.0,"When most people were masking,Indoors","Only in places that forced it,When most people were masking,Indoors",Indoors,"When most people were masking,Indoors","Only in places that forced it,When most people were masking,Indoors",The same as before the pandemic,Multiple times each week,Weekly,Multiple times each week,Weekly,"[4, 3]","[5, 4, 3]",[3],"[4, 3]","[5, 4, 3]",3.5,4.0,3.0,3.5,4.0,"[3.5, 4.0, 3.0, 3.5, 4.0]",blue,5,4,3,4,3,"[5, 4, 3, 4, 3]",red
R_Wc9VEDqPmfChIwp,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[2],[1],1.0,1.0,1.0,2.0,1.0,"[1.0, 1.0, 1.0, 2.0, 1.0]",orange,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_WCWRD7yfV8CSvDz,10002,121.0,I never left home in this period,I never left home in this period,I never left home in this period,I always wore it when I left home,Indoors,Never,Never,Never,Never,Never,[0],[0],[0],[1],[3],0.0,0.0,0.0,1.0,3.0,"[0.0, 0.0, 0.0, 1.0, 3.0]",blue,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_WDJm2JEXqhH4HXr,11236,6.0,I always wore it when I left home,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[0],[1],[1],[1],1.0,0.0,1.0,1.0,1.0,"[1.0, 0.0, 1.0, 1.0, 1.0]",orange,1,0,1,1,1,"[1, 0, 1, 1, 1]",orange
R_WdKZtpXdAdiPesp,11225,4.0,I never left home in this period,I never wore a mask when I left home,Only in places that forced it,When most people were masking,Indoors,Never,"Rarely, when it could not be avoided",Once or twice a month,Weekly,The same as before the pandemic,[0],[6],[5],[4],[3],0.0,6.0,5.0,4.0,3.0,"[0.0, 6.0, 5.0, 4.0, 3.0]",blue,0,1,2,3,5,"[0, 1, 2, 3, 5]",blue
R_WiBf18HyEjlmoZr,10029,108.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_WlKAiCCBLnPpEBz,11420,20.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,0,0,0,0,"[1, 0, 0, 0, 0]",red
R_WoL4HfdHFKRZlUR,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided",[1],[1],[1],[2],[1],1.0,1.0,1.0,2.0,1.0,"[1.0, 1.0, 1.0, 2.0, 1.0]",orange,1,1,2,2,1,"[1, 1, 2, 2, 1]",orange
R_WoLDZBz8OEDPPdT,10473,66.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,4,5,5,5,5,"[4, 5, 5, 5, 5]",blue
R_WqbbOqHSzUTVhEB,10002,121.0,"When most people were masking,When places were crowded",I always wore it when I left home,"When most people were masking,When places were crowded","When most people were masking,When places were crowded","When most people were masking,When places were crowded",Once or twice a month,Never,Once or twice a month,Once or twice a month,Once or twice a month,"[4, 2]",[1],"[4, 2]","[4, 2]","[4, 2]",3.0,1.0,3.0,3.0,3.0,"[3.0, 1.0, 3.0, 3.0, 3.0]",orange,2,0,2,2,2,"[2, 0, 2, 2, 2]",orange
R_wTOSMEdPl9NmrW9,11375,40.0,I never wore a mask when I left home,I never left home in this period,When most people were masking,When most people were masking,When most people were masking,Multiple times each week,Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[6],[0],[4],[4],[4],6.0,0.0,4.0,4.0,4.0,"[6.0, 0.0, 4.0, 4.0, 4.0]",red,4,0,1,2,2,"[4, 0, 1, 2, 2]",red
R_x6jyQEoyCCXMIAF,10025,134.0,"Only in places that forced it,When most people were masking,When places were crowded",I never left home in this period,I never left home in this period,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","[5, 4, 2]",[0],[0],[1],[1],3.6666666666666665,0.0,0.0,1.0,1.0,"[3.6666666666666665, 0.0, 0.0, 1.0, 1.0]",red,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_xayOOc5O6gri17H,11206,75.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_XBOol0GbThd1hyp,10029,108.0,I always wore it when I left home,I always wore it when I left home,When most people were masking,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,Once or twice a month,Never,Never,[1],[1],[4],[1],[1],1.0,1.0,4.0,1.0,1.0,"[1.0, 1.0, 4.0, 1.0, 1.0]",orange,1,0,2,0,0,"[1, 0, 2, 0, 0]",red
R_xDCQzvdB3UcVlgl,10001,22.0,When most people were masking,When most people were masking,When most people were masking,When most people were masking,When most people were masking,Never,Never,Never,Never,Never,[4],[4],[4],[4],[4],4.0,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_xE3snrlNhyHjj2x,11206,75.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Weekly,Weekly,Weekly,Weekly,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,2,3,3,3,3,"[2, 3, 3, 3, 3]",blue
R_xFWcuNgdPAivH3P,10001,22.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,I always wore it when I left home,Multiple times each week,Weekly,Weekly,Once or twice a month,Once or twice a month,[1],[1],[1],[2],[1],1.0,1.0,1.0,2.0,1.0,"[1.0, 1.0, 1.0, 2.0, 1.0]",orange,4,3,3,2,2,"[4, 3, 3, 2, 2]",red
R_XGGbCudb3N9dUCB,11433,38.0,I never left home in this period,When places were crowded,I never left home in this period,I never left home in this period,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[2],[0],[0],[0],0.0,2.0,0.0,0.0,0.0,"[0.0, 2.0, 0.0, 0.0, 0.0]",orange,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
