,Unnamed: 0,ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
7368,7369,R_3scASAlajhXmWXz,10311 Willowbrook (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,300,300,41,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,11,0,1,1
7377,7378,R_3sgEn5hihI6RxDZ,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,300,300,200,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
7387,7388,R_3snMA9azilQUQkz,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,0,1000,25,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7397,7398,R_3spinBBqYD5iyJr,11375 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,1000,0,0,73,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,7,0,0,0
7404,7405,R_3ssjCiYZXGA1GZS,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,100,200,200,21,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7414,7415,R_3stAi7D8IeXa8qi,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",1000,0,0,0,34,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
7424,7425,R_3sYYUtT83xp9qtH,11427 Southeast Queens (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",200,300,400,100,31,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,1,0,1
7434,7435,R_3szhHuugPeFxgDL,10314 Willowbrook (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,0,700,0,32,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
7444,7445,R_3UCZeLuCYsOTuFP,10310 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",370,200,400,30,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
7452,7453,R_3WeeqbD4BW9jZn3,11434 Jamaica (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,300,100,600,27,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
7462,7463,R_41lfB1UmIlxX8s1,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,100,500,70,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
7472,7473,R_4MFVKwh3NcA5eVz,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,450,550,0,24,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,7,0,0,1
7480,7481,R_4MmYYqD6xJrKXQt,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",1000,0,0,0,51,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7490,7491,R_51EQFwNlr5dUsdX,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,220,60,220,21,3,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
7498,7499,R_51MBXWGAVafiTpT,10475 Northeast Bronx (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,250,250,250,22,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7508,7509,R_54n4j75u57anBHX,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,24,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
7517,7518,R_57OWs3hjvW7a0KZ,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",600,0,200,200,42,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,1,0,1
7526,7527,R_5awo0GDFt0tRP3j,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,1000,0,50,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
7534,7535,R_5hVJJQenwUYCz7P,11374 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,300,400,300,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7544,7545,R_5jUnKHVoPNF6ppf,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,300,300,200,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
7553,7554,R_5Kct10oo1Pwfx2p,10032 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,0,1000,58,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
7563,7564,R_5lQQNvecWLpoVBe,10032 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,200,200,200,24,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,4,1,1,1
7572,7573,R_5oFN6C7rNltMa7T,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",1000,0,0,0,22,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,1,1,1
7582,7583,R_5oiPaaPXXMaDvKV,11229 Coney Island - Sheepshead Bay (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,250,250,250,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7592,7593,R_5t1Pya5oCD3DJpD,11436 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,50,500,50,21,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
7601,7602,R_5uWdLfrawHL5ZcZ,10040 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,0,0,800,35,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
7611,7612,R_5vFQZBIBYCLr0I1,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,250,250,250,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7621,7622,R_65mc4QbroUnu8Xn,10032 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,500,500,0,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
7630,7631,R_6GbMYwUL0SqOmCB,11106 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,43,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
7640,7641,R_6lhuLKJ427zR59n,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,200,200,400,45,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7650,7651,R_6NmNbhrU17SZFtc,10032 Washington Heights (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,250,250,0,26,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,0
7659,7660,R_6nuw3AVEtEUexb3,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,36,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
7669,7670,R_6oneH6n6EWEF2al,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,25,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
7679,7680,R_6PAVgPjsWEDbcMp,11220 Sunset Park (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",1000,0,0,0,23,3,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
7688,7689,R_6QH41cXybj6yzpT,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",150,150,400,300,33,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,10,0,1,0
7697,7698,R_6s4z4Bz6GbUhTzj,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,400,100,300,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7707,7708,R_6tUuxYTGSf4jCaR,11232 Sunset Park (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,1000,0,48,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
7716,7717,R_6WjBajBZvJVqJyN,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,500,500,0,38,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,1,0
7726,7727,R_7CBOoj1A16bxigc,10032 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,27,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
7734,7735,R_7VvqjWub9xmwiGd,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,200,200,200,23,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,1,1
7742,7743,R_80lVNDP5FoaN2nf,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,100,150,450,22,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,1,1
7751,7752,R_81R50ljLqMMTU9H,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,30,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
7760,7761,R_82GsPW151ikcfAJ,11236 Canarsie - Flatlands (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",100,100,400,400,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,1,0,0
7768,7769,R_86MZZLq38udY6E9,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,200,200,200,45,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
7778,7779,R_8ADhzIb03iI81ix,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,1000,0,60,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7788,7789,R_8BUgCMP34wvlOVz,10473 Pelham - Throgs Neck (Bronx),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,150,300,250,22,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7798,7799,R_8dChZprUvdhIohP,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,400,200,400,40,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7808,7809,R_8f5uspq37oNsPGp,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,47,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
7818,7819,R_8Gp7qu70UNqnWwh,11225 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7828,7829,R_8HXvtmFXu5GQLqp,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,400,200,200,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7838,7839,R_8i7xPDZYHPkyaEp,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,100,100,500,45,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7848,7849,R_8kS5rj77F8UgTg5,11226 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",250,250,250,250,43,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7858,7859,R_8q46Fjd6jwnukgh,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,1000,0,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,1,0
7868,7869,R_9FGOexCsxcWJB85,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,1000,0,48,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
7878,7879,R_9ppzNADuerHN1xT,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,21,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,5,0,0,0
7887,7888,R_9RdfglbEI4ZSaE9,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,25,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,4,0,0,0
7896,7897,R_a4OiWkd9S3aktH3,10162 Upper East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
7905,7906,R_a5mDYptwbw6UK1H,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,200,300,35,1,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,1,1
7914,7915,R_A6aki09GwBTy6Up,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",500,0,0,500,43,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
7924,7925,R_ABzKx8sdl5MJXIR,10169 Gramercy Park - Murray Hill (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,500,100,300,23,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7934,7935,R_AcEN9QSFtCtBoLn,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,47,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,1,0
7943,7944,R_aeEf8DYUa2BJEYN,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,300,300,42,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
7952,7953,R_AG6QBuRIAffVdND,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",900,0,100,0,75,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7962,7963,R_agjXJvpjwgseaqZ,11203 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,300,200,300,21,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,1,1
7971,7972,R_Ah9OjMJ12gwixTX,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",150,150,500,200,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
7979,7980,R_AKImL3S8XZT6boB,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,500,200,200,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,1,0
7989,7990,R_AL4ai6o9obJHx5L,10010 Gramercy Park - Murray Hill (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,500,0,0,24,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,7,0,0,1
7997,7998,R_AprMoBTA7DIvxCx,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,500,500,39,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,0,0
8005,8006,R_AyQj6Qa2Zxe61DX,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",0,1000,0,0,36,2,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
8012,8013,R_aYuLOU7rEMJw2pr,11220 Sunset Park (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,300,150,39,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
8020,8021,R_b1NGURrjgMrZyzT,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,200,200,200,21,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,4,0,0,0
8029,8030,R_BEduTc3N10xY16p,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,500,500,21,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
8038,8039,R_beyAcVjZn1EJOz7,11226 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,400,200,300,30,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8048,8049,R_bgwXLZYB1wtCO9H,10462 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,0,1000,31,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
8057,8058,R_BLBFeg3HLeO9Hz3,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",160,140,500,200,38,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,1
8067,8068,R_bOaGpEpSMEcxh29,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,800,0,0,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
